,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
1869,"{'date': '10/03/2017, 13:50:13', 'full_text': 'Dalhousie Health and Wellness Eating Disorders Group is happening today between 5:30-7pm! Learn more information at: https://t.co/NVtbExRsfB'}","{'date': '10/17/2016, 19:02:30', 'full_text': ""Tonite, we're celebrating the wrap-up of our #C3MentoringProgram &amp; #WorkplaceExpProgram, 👏 https://t.co/Y6AKBilyDN""}",,"{'date': '11/26/2017, 19:31:02', 'full_text': 'Plain Language Webinar\n\nMEOPAR is hosting a webinar on communicating science through plain language on December... https://t.co/oMuMctX29O'}",,"{'date': '09/15/2019, 16:57:07', 'full_text': 'Congrats to our halftime contest winners! Enjoy your @tonysdonair pizza! https://t.co/dltXg9exKp'}"
1870,"{'date': '10/03/2017, 12:20:15', 'full_text': 'Working in a Group and Getting Started Workshop HAPPENING TODAY between 4:30-5:30pm! Find more information at: https://t.co/tj7qpCpffj'}","{'date': '10/14/2016, 17:46:22', 'full_text': '@COSSETTEen is on the hunt! Interested in an account coordinator position? Join the open house to discover, network &amp;  enjoy some snacks! https://t.co/X6trdt8YlL'}",,"{'date': '11/25/2017, 18:21:04', 'full_text': 'Funded PhD opportunities. This is Canada First Research Excellence funding with support from the Ocean Frontier... https://t.co/GIfM6shqoM'}",,"{'date': '09/15/2019, 16:49:01', 'full_text': 'WSOC: \nhalftime score: \nTigers 0\n@StFXAthletics 1 \n#feartheroar #goTigers @AUS_SUA'}"
1871,"{'date': '10/03/2017, 11:40:12', 'full_text': 'Dal offers peer support from 4-6 Mon-Thurs in the DSU wellness room! If you need to talk, trained peer support workers are here for you! https://t.co/lm3SEh9RJC'}","{'date': '10/13/2016, 14:35:11', 'full_text': 'TODAY: Join the @RBC Tech Talk to introduce students to tech opportunities at the company! Register now https://t.co/qngZmMa0g4'}",,"{'date': '11/24/2017, 18:07:29', 'full_text': 'DOCTORAL STUDENT OPPORTUNITY\n\nResilience Research Centre (RRC) \n\nPOSITION SUMMARY:\nThe Resilience Research Centre... https://t.co/gUon94QNzt'}",,"{'date': '09/15/2019, 16:11:33', 'full_text': 'WSOC: @StFXAthletics starts the scoring off today from the foot of Myles. @AUS_SUA https://t.co/gVkcyxfQeK'}"
1872,"{'date': '10/02/2017, 16:01:05', 'full_text': 'Thanksgiving weekend is next week! Which means on October 9th there will be no classes. Happy Thanksgiving! https://t.co/lLdngkotzo'}","{'date': '10/12/2016, 21:50:29', 'full_text': ""Space is filling up! Have you reg'd for the @scotiabank Global Banking + Markets info session Thurs Oct 20th at 3pm? https://t.co/n9BU2xAcw7""}",,"{'date': '11/23/2017, 15:36:04', 'full_text': 'Dr. Elizabeth Osgood (PhD’16) and two other Dalhousie alumnae were feted at the Canadian Progress Club – Halifax... https://t.co/dEjv2yIm8S'}",,"{'date': '09/15/2019, 16:02:41', 'full_text': 'WSOC: the rain has stopped but the game has started! Come down to Wickwire Field watch us battle @StFXAthletics! \n@AUS_SUA #FearTheRoar #GoTigers'}"
1873,"{'date': '10/02/2017, 15:15:48', 'full_text': ""There's a lot of important information coming your way through your Dal email, so be sure to set it up and check it! https://t.co/3Yov3bID7C https://t.co/hbjFx1PQ3p""}","{'date': '10/12/2016, 19:20:34', 'full_text': 'The @greatsalescomp wants to ✈️ you to Toronto if u make list of top 25 finalists 👉 https://t.co/BUq9x4eGb7 https://t.co/wwyP34BaD0'}",,"{'date': '11/22/2017, 18:34:03', 'full_text': 'Scholarship- MacKenzie King \n\nApplicants are able to find eligibility information and download applications forms... https://t.co/p6M2nCKyqO'}",,"{'date': '09/15/2019, 15:51:43', 'full_text': 'WSOC: Only 10 minutes to kick off vs @StFXAthletics! If you aren’t already at Wickwire Field, you better hurry on down! \nYou can also catch all the action on AUStv! #FearTheRoar #GoTigers'}"
1874,"{'date': '10/02/2017, 12:25:08', 'full_text': 'Effective Reading Strategies Workshop HAPPENING TODAY between 6-7pm! Find more information at: https://t.co/DCXLlCg0aX'}","{'date': '10/12/2016, 11:54:36', 'full_text': 'RT @DalFoMAlumni: Ple retweet https://t.co/Uf68MQnn2j #DalHomecoming join us Sat, Dal students get in free! @DalManagement @DalCommerce @Da…'}",,"{'date': '11/21/2017, 19:04:03', 'full_text': 'Mitacs Elevate is now accepting applications for two-year postdoctoral funding:\n \n• $60,000 annual award (plus... https://t.co/7aFtIwQqd2'}",,"{'date': '09/15/2019, 11:36:37', 'full_text': 'Rise and shine Tigers fans, it’s #GameDay!! It may be grey outside right now, but come game time we want a sea of black and gold at Wickwire Field! Come on out and cheer on your Tigers vs @StFXAthletics! #blackandgold #goTigers #FearTheRoar @AUS_SUA https://t.co/TVKNlbpakU'}"
1875,"{'date': '09/30/2017, 13:10:11', 'full_text': 'Dalhousie Health and Wellness Self-Care Group is happening today between 12:30-1:45pm! Learn more information at: https://t.co/tfhKfALvRO'}","{'date': '10/11/2016, 16:07:06', 'full_text': ""@TessAguin That's right!""}",,"{'date': '11/20/2017, 16:20:40', 'full_text': 'Architecture students brighten up the night at Holiday Parade of Lights https://t.co/nK6EO0YVLm'}",,"{'date': '09/14/2019, 23:38:13', 'full_text': 'It was a tough battle this afternoon vs the number one ranked @gocapersgo but our men’s team held them to a scoreless draw! Read how it went down here\n➡️ https://t.co/ZZMJ30WgpD\n#goTigers #FearTheRoar https://t.co/yzrHSzIOej'}"
1876,"{'date': '09/29/2017, 18:42:42', 'full_text': 'Third question: what could RESPECT look like at Dal? #respectweek'}","{'date': '10/11/2016, 14:22:25', 'full_text': '@TessAguin Hey Tess. We suggest Name, BComm (no grad yr). See photo attached as example! Logos can be found here: https://t.co/LXS4tvdfzR https://t.co/yvJif2i0Ud'}",,"{'date': '11/19/2017, 15:11:05', 'full_text': 'Staying connected: Peer support workers provide mental health advice and support https://t.co/2gQ45VxH1p'}",,"{'date': '09/14/2019, 23:35:05', 'full_text': 'Not able to catch this afternoon’s game vs @gocapersgo? Read up on the game here ➡️ https://t.co/HgjiRieQMM\n#goTigers #FearTheRoar https://t.co/lFbCtUdvx4'}"
1877,"{'date': '09/29/2017, 18:42:38', 'full_text': 'YES! https://t.co/ocBer1gEC1'}","{'date': '10/10/2016, 20:10:36', 'full_text': 'Shadow a CEO and grow your network with @CEOX1day! https://t.co/wEfCOOoFs7'}",,"{'date': '11/18/2017, 13:25:04', 'full_text': 'We are pleased to announce the launch of Dalhousie World’s Challenge Challenge competition for 2017. This is a... https://t.co/7KSaHb0KjM'}",,"{'date': '09/14/2019, 23:28:54', 'full_text': 'In MHOC exhibition play this afternoon the Tigers drop a close one vs @SMUHuskies \nThe guys travel to the valley on Tuesday to take on @AcadiaAthletics for their next exhibition game. #goTigers https://t.co/Z5W8cM1xaY'}"
1878,"{'date': '09/29/2017, 18:38:20', 'full_text': 'What does RESPECT look like in the context of where you’re from? “Don’t judge a person based on your assumptions of their culture” 🙌🏼🙌🏽🙌🏾🙌🏿'}","{'date': '10/09/2016, 19:20:23', 'full_text': ""Join Canada's biggest student competition w thousands of $$ in prizes! Register &amp; learn more https://t.co/xOmper2IYI https://t.co/Ly0QSUQpoQ""}",,"{'date': '11/16/2017, 18:06:03', 'full_text': 'https://t.co/cejrUxyiaV'}",,"{'date': '09/14/2019, 20:57:57', 'full_text': 'Congrats to the men’s soccer @SubwayAtlantic player of the game Jacob Bolton! @AUS_SUA #SubwayFuel #TigerPride https://t.co/XLXsbCcQtW'}"
1879,"{'date': '09/29/2017, 18:37:03', 'full_text': 'What does RESPECT look like in the context of where you’re from? “Columbia, Kuwait, &amp; China: respect for titles &amp; giving thanks”'}","{'date': '10/07/2016, 20:32:10', 'full_text': 'See Commercial Banking in your future? Request a personal #Time4U meeting w @RBC recruiters💰 https://t.co/Xvlblfaqo0 https://t.co/8PBTKef4ni'}",,"{'date': '11/15/2017, 13:50:04', 'full_text': 'GRADUATE RESEARCH AWARDS for Disarmament, Arms Control and Non-Proliferation 2017-2018\n\nFour awards of CAD $5,000... https://t.co/xSCbKaCGsP'}",,"{'date': '09/14/2019, 20:15:46', 'full_text': 'MSOC: Final score \nTigers 0-0 @gocapersgo \n#FeartheRoar #GoTigers @AUS_SUA'}"
1880,"{'date': '09/29/2017, 18:35:42', 'full_text': 'What does RESPECT look like in the context of where you’re from? “Similarities btwn India, China, &amp; Iran: respect for elders &amp; each other”'}","{'date': '10/06/2016, 22:46:18', 'full_text': '.@scotiabank Global Banking and Markets is at the Rowe on Thursday, Oct 20th at 3:00PM in room 3089! Register now 👉 https://t.co/DZEPt8RNwG'}",,"{'date': '11/14/2017, 18:50:10', 'full_text': 'Interested in a workshop on conflict resolution? Tomorrow at 1 pm in CHEB C268 https://t.co/HErOiIhUxv'}",,"{'date': '09/14/2019, 19:43:03', 'full_text': 'MSOC: Ben Grondin with a huge punch to keep it 0-0! @gocapersgo @AUS_SUA #feartheroar #goTigers'}"
1881,"{'date': '09/29/2017, 18:25:51', 'full_text': 'What does RESPECT look like in the context of where you’re from? #respectweek https://t.co/XCtnShfdJr'}","{'date': '10/06/2016, 18:55:33', 'full_text': '.@CEOX1day invites you to apply to spend a day shadowing a CEO! https://t.co/R5xyily6VH'}",,"{'date': '11/10/2017, 15:58:00', 'full_text': 'LGAC SCHOLARSHIP PROGRAM FOR 2018-2019\n\nThe LGAC awards Scholarships to Canadian students pursuing graduate... https://t.co/vQztFK2RYe'}",,"{'date': '09/14/2019, 19:09:50', 'full_text': 'MSOC: Halftime! Tigers and @gocapersgo remain scoreless at the half. @AUS_SUA'}"
1882,"{'date': '09/29/2017, 18:22:34', 'full_text': 'RT @DalIntcentre: The Dalhousie Tiger has joined the Respect conversation. You can too! Join us at the International Centre on Friday at 2:…'}","{'date': '10/05/2016, 15:03:54', 'full_text': 'Make sure you know how to disable your clutter inbox on your dal.ca account; you could be missing some important emails and job postings! https://t.co/IruG01Btnd'}",,"{'date': '11/10/2017, 15:06:05', 'full_text': 'Reminder: We are also hosting a session on November 15th from 1-2pm in CHEB  room C268  with the Dalhousie... https://t.co/cl6nR8gAoE'}",,"{'date': '09/14/2019, 18:55:47', 'full_text': 'MSOC: Mo Karkada is shown a yellow card for a questionable challenge. Still 0-0 vs @gocapersgo. @AUS_SUA #FearTheRoar #GoTigers'}"
1883,"{'date': '09/29/2017, 18:22:27', 'full_text': 'RT @DalIntcentre: Respect means being open minded, tolerant, learning, sharing, appreciative of differences, accepting, and caring. @Dalnew…'}","{'date': '10/05/2016, 12:20:28', 'full_text': 'Join the #Time4U meetings with @RBC and ask your questions no matter how big or small! 👉 https://t.co/M5UUjuF9Hr https://t.co/mnMW0tHTyS'}",,"{'date': '11/10/2017, 12:45:38', 'full_text': 'Upcoming Conflict resolution Workshop for Graduate Students! https://t.co/ZthiXSJ0vH'}",,"{'date': '09/14/2019, 18:40:02', 'full_text': 'MSOC: Tigers have a goal called back due to an apparent hand ball just prior. #feartheroar #gotigers @AUS_SUA'}"
1884,"{'date': '09/29/2017, 18:21:11', 'full_text': 'RT @DalIntcentre: Dal students joining the conversation. What does Respect mean to you? @Dalnews #DalRespect https://t.co/T0AVpw83qJ'}","{'date': '10/04/2016, 15:04:15', 'full_text': ""TODAY: TJX info session! Sign up now on myCareer and don't miss this great opportunity 👉👉 https://t.co/stsq3lP1gt https://t.co/UD5UL3IWdV""}",,"{'date': '11/09/2017, 14:15:17', 'full_text': 'Q‑Life resilience program helps students succeed https://t.co/CAlgwoeK69'}",,"{'date': '09/14/2019, 18:27:12', 'full_text': 'MSOC: Game on! Come on down to Wickwire Field to cheer on your Tigers as they take on @gocapersgo in @AUS_SUA action.'}"
1885,"{'date': '09/29/2017, 18:19:06', 'full_text': 'What does RESPECT look like in the context of where you’re from? #respectweek https://t.co/0iXxJjhkNM'}","{'date': '10/04/2016, 14:35:07', 'full_text': 'Comm student Bahaar taking over our Snapchat today (DalMCS), sharing deets on her workterm @LifeAtTJXCanada. Info session tonite 5:30 rm3087 https://t.co/SCAgQODkne'}",,"{'date': '11/08/2017, 00:06:21', 'full_text': 'Marie Sklowdowska‑Curie Individual Fellowships https://t.co/Xv4rHzzGGx'}",,"{'date': '09/14/2019, 17:56:40', 'full_text': 'Congrats to the @SubwayAtlantic player of the game Morgan Leon! @AUS_SUA #Subwayfuel https://t.co/GceclL2lLW'}"
1886,"{'date': '09/29/2017, 18:11:40', 'full_text': 'Next question: what does RESPECT look like in the context of where you’re from? #respectweek @DalIntcentre 💕'}","{'date': '10/04/2016, 13:20:46', 'full_text': 'TODAY! https://t.co/uPyjUblJtK'}",,"{'date': '11/03/2017, 17:31:08', 'full_text': 'What to expect at your first counselling appointment https://t.co/sx802lGg8f'}",,"{'date': '09/14/2019, 17:55:35', 'full_text': 'Tigers fans stick around Wickwire Field as your Men’s Soccer team takes on @gocapersgo in @AUS_SUA action. Game starts at 3:15. #GoTigersGo #FearTheRoar'}"
1887,"{'date': '09/29/2017, 18:09:15', 'full_text': 'What does respect mean to you? “Learn from others” “respect can differ depending on the community” #respectweek @DalIntcentre'}","{'date': '10/04/2016, 13:03:43', 'full_text': 'TODAY! Entrepreneurial Work Term info session &amp; lunch: https://t.co/WYi08RRJHf https://t.co/T2MX3So2pB'}",,"{'date': '11/02/2017, 12:49:06', 'full_text': 'Focus! Climate Change Student Video Contest  \n\nOpen to all students at all levels studying at a post-secondary... https://t.co/j1yTvwwPol'}",,"{'date': '09/14/2019, 17:51:51', 'full_text': 'WSOC: Final score 2-0 @gocapersgo over your Tigers. @AUS_SUA'}"
1888,"{'date': '09/29/2017, 18:07:14', 'full_text': 'What does respect mean to you? “Let others be who they are” “acknowledge differences” “listen” #respectweek @DalIntcentre'}","{'date': '10/04/2016, 12:12:56', 'full_text': 'Meet Nicola &amp; learn abt her FT grad job w @LifeAtTJXCanada, &amp; come 2 their info session tonite, 5:30pm room 3087! https://t.co/nrHtEosfTF'}",,"{'date': '11/01/2017, 12:35:39', 'full_text': 'Hugh C. Morris Experiential Fellowship \n\nThis new Fellowship, valued at $40,000 Cdn, is open to any graduate... https://t.co/MjTGtf5I41'}",,"{'date': '09/14/2019, 17:27:26', 'full_text': 'Hey Tigers fans! It appears the AUStv stream of today’s women’s game is not working on mobile devices. We are working on getting it fixed. @gocapersgo @AUS_SUA'}"
1889,"{'date': '09/29/2017, 18:03:55', 'full_text': 'Make your conversation visible! https://t.co/4JxhLQhiLA'}","{'date': '10/03/2016, 17:40:33', 'full_text': 'Space is filling up fast! Have you registered for the #HalifaxCorporateTour yet happening on Nov 18th? 👉 https://t.co/A9YA3TWdjM https://t.co/Jeuty8PeGV'}",,"{'date': '10/31/2017, 18:26:06', 'full_text': ""Get an up-close look at some creepy-crawly insects whose talents for disguise rival anything you'll see Halloween... https://t.co/IpUcdtJEEi""}",,"{'date': '09/14/2019, 17:08:37', 'full_text': 'WSOC: At the half, your Tigers are down 1-0 against @gocapersgo in @AUS_SUA action at Wickwire Field.'}"
1890,"{'date': '09/29/2017, 18:00:57', 'full_text': 'What does respect mean to you? https://t.co/p9DtVIQWEm'}","{'date': '10/03/2016, 15:22:57', 'full_text': 'Follow on Snapchat (user DalMCS) for a behind-the-scenes look at Restaurant Brands Intl as Ellen &amp; Carolyn takeover! https://t.co/f8KSA1UN2G'}",,"{'date': '10/31/2017, 11:24:15', 'full_text': 'The W. Garfield Weston Graduate Fellowship Program\n\nWildlife Conservation Society Canada (WCS Canada) offers... https://t.co/zrzDPuYFVM'}",,"{'date': '09/14/2019, 16:16:41', 'full_text': 'WSOC: Your Tigers are battling hard against @gocapersgo today at Wickwire Field in @AUS_SUA. Come down to cheer them on Tigers fans!'}"
1891,"{'date': '09/29/2017, 17:58:01', 'full_text': '@dalintcentre #respectweek https://t.co/eoKO9DZjee'}","{'date': '10/03/2016, 11:50:30', 'full_text': ""Today! Follow us on Snapchat: BCommAlum Ellen &amp; Carolyn takeover 4 Restaurant Brands Int'l 👉 https://t.co/xmsgj9Zvhv https://t.co/M7NeBZVvYM""}",,"{'date': '10/30/2017, 18:17:20', 'full_text': 'The Recruitment of Policy Leaders program is seeking passionate, driven, engaged individuals who want to shape... https://t.co/CxpPXYNZdX'}",,"{'date': '09/14/2019, 15:40:34', 'full_text': 'Hey Tigers fans! Come down to Wickwire Field to cheer on your Women’s and Men’s Soccer teams as they take on @gocapersgo in @AUS_SUA action today. Women play at 1 &amp; Men at 3:15. #GoTigersGo #FearTheRoar'}"
