,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
2966,"{'date': '05/25/2018, 17:10:05', 'full_text': 'The new @Dalplex Fitness Centre is targeting #LEED Gold certification including amenities like a large rain garden, heavily insulated roof, low flow-water fixtures, LED lighting &amp; will use 32% less energy than similarly sized fitness facilities. @DalTigers #DalProud #Dal200 https://t.co/U3wTUh0XKz'}","{'date': '02/20/2015, 13:14:06', 'full_text': 'Nominations for the IMPACT AWARDS are only open for another 5 days! To nominate a student or group, visit https://t.co/cSpKiIon7C #DALIMPACT'}","{'date': '07/03/2012, 18:34:27', 'full_text': 'Porta potties outside LSC being emptied likely cause of odour.  Plug your nose!!'}","{'date': '11/30/2015, 13:34:39', 'full_text': ""RT @Dalnews: Have you completed the census yet? It's confidential and open to everyone. https://t.co/zLlXjxcq8g #DalBeCounted https://t.co/…""}"
2967,"{'date': '05/25/2018, 17:04:42', 'full_text': ""We can't wait to host everyone for @DoorsOpenHFX at 6 locations on campus and we have a special #Dal200 exhibit at @hfxgov City Hall.  #DoorsOpenDal @DalScience @dalagriculture @dalplex @dalfcs @DalDentistry @DalHealth #DOH2018 #DoorsOpenHFX https://t.co/ijki82FYv3""}","{'date': '02/19/2015, 17:38:47', 'full_text': 'There will be a special DSU General Meeting taking place next Wednesday! Find out more here: https://t.co/XjNLT9CRPD http://t.co/vFNi287MzD'}","{'date': '07/03/2012, 18:26:43', 'full_text': 'On scene checking odour in LSC.  While smelly, detectors do not indicate any toxic fumes.'}","{'date': '11/27/2015, 20:30:09', 'full_text': ""Learn more about the #DalhousieU Census &amp; why it's important to fill it out: https://t.co/FTXKTGPpD0 #DalBeCounted""}"
2968,"{'date': '05/25/2018, 16:31:35', 'full_text': 'The Dal community is back at it again! Wishing all the graduates an amazing convocation! Watch the graduations on our live webcast at https://t.co/GPaaQI8SB1 #DalGrad https://t.co/zAPPqEz2Cz'}","{'date': '02/19/2015, 17:07:04', 'full_text': 'HEY SOCIETIES! Fill out our campus food survey for a chance to win a $200 society grant from the DSU http://t.co/rlrTTIHIg4'}","{'date': '07/03/2012, 13:35:00', 'full_text': 'Welcome to all our summer guests. Enjoy your stay with us but please stay safe.'}","{'date': '11/27/2015, 20:02:04', 'full_text': 'RT @DalRespect: Join the Conversation! The 16 Days Campaign invites the online community to join us for a Twitter teach-in tomorrow (Sat) 1…'}"
2969,"{'date': '05/25/2018, 16:17:53', 'full_text': 'RT @dalplex: Here are a couple of pretty happy people! Congratulations Tim Maloney and Kathie Wheadon on a successful fitness centre openin…'}","{'date': '02/18/2015, 13:21:56', 'full_text': '101 Dal students petitioned to have DSU general meeting. The special GM is on Wed, Feb 25 at 4:30 PM https://t.co/cBhCIorl7S'}","{'date': '07/01/2012, 11:15:33', 'full_text': 'Happy Canada Day!'}","{'date': '11/27/2015, 19:26:20', 'full_text': 'RT @DalFoodServices: Eat smart #DalhousieU, break d-hall fatigue with our #dininghallhacks @DalResidence! Try TomatoSoup+GrilledCheese http…'}"
2970,"{'date': '05/25/2018, 16:16:03', 'full_text': 'Other new features of the new @dalplex Fitness Centre include:  guest services centre, high-performance training area, a new meeting room and a large public lobby.  @DalTigers #DalProud #Dal200 https://t.co/1GB884FXVM'}","{'date': '02/14/2015, 22:35:50', 'full_text': ""Happy Valentine's Day from the DSU! http://t.co/ZbrInYmJgW""}","{'date': '06/28/2012, 21:31:50', 'full_text': 'Congrats to @HfxRegPolice &amp; Cst Mark Long on the bike rodeo. Keeping up the good work since leaving Dal patrol! Video: http://t.co/9tYU6Hmf'}","{'date': '11/27/2015, 17:30:10', 'full_text': 'Have you read your latest newsletter from @DalStudentLife yet? SO MANY helpful #exam &amp; #study tips: https://t.co/pcPCHAXsIo'}"
2971,"{'date': '05/25/2018, 15:35:10', 'full_text': 'Our new @dalplex Fitness Centre’s climate-controlled Fitness Hall features 74 pieces of new cardio equipment and new strength-training equipment as well as three new locker rooms. @DalTigers #DalProud #Dal200 https://t.co/Q0NxscJ5zZ'}","{'date': '02/13/2015, 02:45:34', 'full_text': '@TRoomPub is rocking right now! @shredkelly is up next!! #Halifax #LiveMusic'}","{'date': '06/28/2012, 18:39:50', 'full_text': 'See something; say something! Report suspicious activity. Help identify common methods used by thieves or similar descriptions of suspects.'}","{'date': '11/27/2015, 16:00:28', 'full_text': 'Want to be an RA next year? Info sessions coming up on Dec. 2 (Risley Mtg. Rm. 9pm) &amp; Dec. 3 (Gerard Lounge 8pm). More info sessions in Jan.'}"
2972,"{'date': '05/25/2018, 14:15:52', 'full_text': 'Student life in 1949: ready, willing, and able. Photos from the 1949 Dalhousie yearbook: https://t.co/wVhetEQ0RL #dalarchives #dal200 @DalLibraries https://t.co/fSKwjUVKjM'}","{'date': '02/12/2015, 22:15:30', 'full_text': ""We've got quite the rowdy show for you tonight with BC band - @shredkelly!! Don't miss this! LIVE @TRoomPub #Halifax http://t.co/t9QFo5pDXB""}","{'date': '06/26/2012, 14:36:31', 'full_text': 'Fire dept says all clear to return to LSC. Dal Office of Environmental Health and Safety to follow up. Please RT.'}","{'date': '11/27/2015, 15:15:04', 'full_text': 'RT @DalFoodServices: @DalResidence Full menu here: https://t.co/MuEudY4C1l'}"
2973,"{'date': '05/25/2018, 13:44:08', 'full_text': 'The ribbon is officially cut on the new @dalplex Fitness Centre. Stay tuned today as we show some of the features of the new facility, or better yet, come down and see it for yourself. @DalTigers @DalTigersAD @DalStudentUnion @DalPres https://t.co/OdmB4jEx5W'}","{'date': '02/12/2015, 21:47:52', 'full_text': ""We've got you covered tonight! @shredkelly  LIVE at @TRoomPub and #SexToyBingo at the @Grawood! #Halifax #DalhousieU""}","{'date': '06/26/2012, 14:10:51', 'full_text': 'Fire dept still checking LSC oceans suspicious odor. Will update when safe to return.  Please RT'}","{'date': '11/27/2015, 15:15:01', 'full_text': ""RT @DalFoodServices: It's Carnival Night tomorrow @Dalresidence Shirreff Dining Hall! We've got some fun eats planned #DalhousieU... https:…""}"
2974,"{'date': '05/25/2018, 13:37:31', 'full_text': '.@DalTigers volleyball standout Victoria Haworth discusses her excitement and appreciation for the new @dalplex Fitness Centre and the difference it will make for our varsity athletes. @DalTigers #GoTigers #DalProud https://t.co/wb5PZEJt5u'}","{'date': '02/12/2015, 20:40:24', 'full_text': 'DSU Elections are right around the corner!! Stay up to date on the official elections event! - http://t.co/E1hIF5AwWZ http://t.co/KVNMvANiDO'}","{'date': '06/26/2012, 13:15:59', 'full_text': 'Evacuation of Life Science Oceans. Will update when safe to return.'}","{'date': '11/27/2015, 15:00:32', 'full_text': 'Great idea! https://t.co/EtlFH2i7Ef'}"
2975,"{'date': '05/25/2018, 13:33:04', 'full_text': '.@DalStudentUnion President Aaron Prosper is welcomed to the stage and thanks current and previous student leaders and Dal students for voting to designate a portion of students fees to the building of the @dalplex Fitness Centre. #DalProud @DalTigers https://t.co/sQi05wgauv'}","{'date': '02/12/2015, 18:07:40', 'full_text': ""RT @GrawoodFood: Don't forget tonight we have sex toy bingo along with our wing night. 49cents with a purchase of a beverage. @Grawood #hal…""}","{'date': '06/22/2012, 22:33:15', 'full_text': ""We don't know what caused the smell but the air quality tests showed nothing to worry about. #checkthebottomofyourshoes""}","{'date': '11/26/2015, 20:00:32', 'full_text': 'ICYMI: Our very own Mini Rez was just featured in @MacleansMag https://t.co/NeyD2sos3X'}"
2976,"{'date': '05/25/2018, 13:23:26', 'full_text': '.@DalPres speaks at our new @dalplex Fitness Centre grand opening and talks about the benefits the facility will have for our university, our student-athletes and the community-at-large. @DalTigers #DalProud https://t.co/6BjzU1yyx2'}","{'date': '02/12/2015, 14:56:28', 'full_text': 'RT @DalLibraries: MT @DalStudentUnion: TEDxDalhousieU is coming up! Who do you want to hear this year?  Nominate someone here: http://t.co/…'}","{'date': '06/22/2012, 18:37:04', 'full_text': 'Disgusting dog poop smell in basement of Killam turns out to be not poop and not harmful. No need for concern but plug your nose!!'}","{'date': '11/26/2015, 18:48:06', 'full_text': 'Share a photo of your fav res study spot on Instagram for chance to win $25 on @yourDalCard https://t.co/iVpcdd3acj https://t.co/DCkLgHF3bd'}"
2977,"{'date': '05/25/2018, 13:20:07', 'full_text': '.@DalTigersAD welcomes guests to today’s ceremony and after a prayer and land acknowledgment, he welcomes @DalPres to the podium to speak. #DalProud @DalTigers https://t.co/pxKzsZoTLT'}","{'date': '02/12/2015, 14:47:55', 'full_text': ""Friday is Global Divestment Day! Check out what's happening on Dal campus @DivestDal #FossilFree #divestnow https://t.co/z3U13c37tY""}","{'date': '06/15/2012, 12:57:08', 'full_text': ""@DalStudentLife - Let's do it up!!  I'm thinking Parking Wars meets Reno 911.""}","{'date': '11/26/2015, 17:00:36', 'full_text': 'Want to be an RA next year? Info sessions coming up on Dec. 2 (Risley Mtg. Rm. 9pm) &amp; Dec. 3 (Gerard Lounge 8pm). More info sessions in Jan.'}"
2978,"{'date': '05/25/2018, 13:03:00', 'full_text': 'Crowd is growing at the new @dalplex Fitness Centre for today’s grand opening. Follow us throughout the day for images and info from the event and on the facility. @DalTigers @DalPres #DalProud https://t.co/Nq785Zo4kp'}","{'date': '02/12/2015, 14:46:31', 'full_text': 'RT @DivestDal: the students united will never be defeated!!! #AllOutFeb4 #dalhousieu http://t.co/J73h69FQsU'}","{'date': '06/14/2012, 17:29:38', 'full_text': 'Parking Wars - Dal style.. Officer Higgins giving out gift certificates for expired meters. http://t.co/w9NwuwWE'}","{'date': '11/26/2015, 15:42:08', 'full_text': 'Remember: exam quiet hours are in effect in our Truro and Halifax residences. Please help maintain a quiet and respectful study space.'}"
2979,"{'date': '05/25/2018, 12:47:03', 'full_text': 'We’re live at the new @dalplex Fitness Centre for our grand opening ceremony. Follow us today for updates from the event and information on #DalhoisieU’s first athletic facility opening in 40 years. @DalTigers #GoTigers @DalPres #DalProud https://t.co/ljm4tAWLRc'}","{'date': '02/12/2015, 13:28:57', 'full_text': ""TEDxDalhousieU is coming up! Whose voice would you love to hear at this year's conference?!? Nominate someone here: http://t.co/XAuk8JponX""}","{'date': '06/14/2012, 17:18:40', 'full_text': ""After 15yrs keeping Dal safe, John McNeil is retiring from Security.  Be sure to stop ol' Johnny on his rounds and give him your best!!""}","{'date': '11/26/2015, 14:00:40', 'full_text': 'ICYMI: Complete the Dal Census. Share important info to help foster an inclusive environment for all at #DalhousieU. https://t.co/JWI3C421qq'}"
2980,"{'date': '05/25/2018, 00:18:49', 'full_text': '@dalplex @DalTigers @DalPres @ukings  https://t.co/VbUs7SPIvm'}","{'date': '02/11/2015, 23:36:11', 'full_text': ""RT @WilliamConey: The @DalStudentUnion Election's portal is available here - http://t.co/mLvTMPOMb5 - has much of the information which he'…""}","{'date': '06/13/2012, 18:05:14', 'full_text': 'Listening to @capital_health CEO Chris Power delivering keynote address about creating healthy workplaces. #dpmgconference'}","{'date': '11/25/2015, 20:15:48', 'full_text': ""You're studying anyway...why not take part in this Instagram contest while you're at it?! https://t.co/iVpcdcLzkL https://t.co/DdKAYYYnhD""}"
2981,"{'date': '05/24/2018, 22:24:00', 'full_text': ""This week's Dalhousie Original, Dr. Jock Murray, revitalized how medicine is taught at @DalMedSchool. #Dal200 https://t.co/ehzZagEvEo""}","{'date': '02/11/2015, 21:36:38', 'full_text': ""RT @DalGazette: The agenda for tonight's @DalStudentUnion meeting is available: http://t.co/J5OyRmy6fM  We'll be livetweeting at 6:30 p.m.""}","{'date': '06/13/2012, 12:51:23', 'full_text': 'Congrats to the planners and organizers of the DPMG Conference at the Rowe today.'}","{'date': '11/25/2015, 15:42:06', 'full_text': 'Take a moment to complete the Dal Census. Sharing this important info helps foster an inclusive environment for all. https://t.co/JWI3C4jCP0'}"
2982,"{'date': '05/24/2018, 21:30:06', 'full_text': '200 years, 200 trees! 🌲Join @DalManagement on June 9 to create a living #Dal200 legacy. https://t.co/JDS4TVayVS'}","{'date': '02/11/2015, 18:54:49', 'full_text': ""Check out the live stream of tonight's DSU Council meeting or catch details from previous meetings https://t.co/LWW1CdezfY""}","{'date': '06/12/2012, 19:15:10', 'full_text': 'All clear at LSC Ocean. Deemed safe to return.'}","{'date': '11/25/2015, 13:16:17', 'full_text': 'RT @DalPres: Join @DalRespect @DalStudentUnion &amp; GWST 12:30 in SUB: kickoff of 16 Days of Activism Against Gender-Based Violence https://t.…'}"
2983,"{'date': '05/24/2018, 18:17:59', 'full_text': 'We are so proud of our #DalGrads ! \nCongratulations to all students graduating next week! #Dal200 https://t.co/VWXVPgoIMZ'}","{'date': '02/11/2015, 18:09:00', 'full_text': ""Don't forget about Sex Toy Bingo tomorrow night at the @Grawood! Great prizes just in time for Valentine's Day! 19+ http://t.co/dhdvFS9MY3""}","{'date': '06/12/2012, 18:12:30', 'full_text': 'LSC Oceans evacuated by Halifax Fire Dept. Will update when clear to return. Please re-tweet!'}","{'date': '11/24/2015, 19:53:45', 'full_text': 'RT @DalStudentLife: Looking to sign up for an intramural team next semester? Check to see if your faculty/residence has a sports rep! https…'}"
2984,"{'date': '05/24/2018, 18:02:02', 'full_text': 'Get ready to look sharp at your #DalGrad after a visit to our Gowns Room: https://t.co/zkkfSoQ9Gu https://t.co/WAMkiQnt5x'}","{'date': '02/11/2015, 18:05:37', 'full_text': 'RT @DalGazette: The @DalStudentUnion is hiring for several positions including Council Secretary and Chair:  https://t.co/BwKr5obSs6 http:/…'}","{'date': '06/11/2012, 17:05:31', 'full_text': 'False alarm at LSC. All in order and safe to return to building.'}","{'date': '11/24/2015, 15:49:09', 'full_text': ""RT @DalLibraries: Exam time is quickly approaching! But fear not - here's your guide to extended hours at the Dal Libraries https://t.co/46…""}"
2985,"{'date': '05/24/2018, 16:16:36', 'full_text': ""Happy Bermuda Day! Did you know that Dalhousie's first international student was from Bermuda? Walter M. Thorburn (BA 1870, MA 1908) was the son of a Presbyterian minister in Bermuda and he came to Dalhousie when he was only 14 years old. #DalArchives #Dal200 @DalLibraries https://t.co/0Gst1Dx6dR""}","{'date': '02/11/2015, 16:01:04', 'full_text': 'Hey Societies! Fill out our Campus Food Survey for chance to win $200 grant for your society! http://t.co/rlrTTIHIg4 http://t.co/0JnjqVLkzB'}","{'date': '06/11/2012, 14:36:13', 'full_text': '3 tips: Protect your things and avoid leaving valuables unattended.  Report any suspicious activity right away.  Enjoy the beautiful day!'}","{'date': '11/24/2015, 15:23:05', 'full_text': 'Finances 101 for Students: today at 4 p.m. in the Mona Campbell. Please RSVP. https://t.co/sUAzErPQ2n'}"
2986,"{'date': '05/24/2018, 16:16:04', 'full_text': "".@BlackBusinessNS' Business is Jammin’ program aims to immerse African Nova Scotian students in a number of different fields. Last week, they were on campus at the Faculty of Architecture and Planning: https://t.co/Ws5qpKI2pS https://t.co/JpNwAawgUn""}","{'date': '02/11/2015, 00:37:25', 'full_text': '@shredkelly are LIVE Thurs night at the @TRoomPub!! You will not want to miss this foot stomper! $5/9pm/19+ #Halifax #LiveMusic @CKDU881FM'}","{'date': '06/06/2012, 16:42:50', 'full_text': 'RT @HfxRegPolice: HRP advises citizens we’re refocusing our efforts in the downtown area as part of a Downtown Safety Strategy - http:// ...'}","{'date': '11/24/2015, 13:59:06', 'full_text': 'Great to see one of our wonderful residence communities featured in @MacleansMag!  https://t.co/GLb6X4QngL'}"
2987,"{'date': '05/24/2018, 16:03:27', 'full_text': '@DalResidence  https://t.co/3KVViHKLba'}","{'date': '02/10/2015, 20:12:33', 'full_text': 'Nice reading material! Found student lobby doc @ Advanced Labour &amp; Education Office while waiting to see Dep Minister http://t.co/lPvZpggJ6C'}","{'date': '06/05/2012, 19:10:51', 'full_text': 'Key to accident/incident reduction is meaningful prevention.'}","{'date': '11/23/2015, 16:38:50', 'full_text': ""Res students @dalagriculture attending Truro's Christmas Parade (after fuelling up on hot chocolate &amp; candy canes)! https://t.co/6T1jZA4Thy""}"
