,DalManagement,EventsAtDal,DalPres
3105,"{'date': '09/29/2016, 18:43:55', 'full_text': ""Another successful fundraising at this year's Inside Ride. The Dalhousie Commerce Society raised more than $13,000. https://t.co/DnyxMkxKXD https://t.co/3JJVXh4QHf""}",,"{'date': '10/14/2017, 22:23:06', 'full_text': '@VicARoberts Agree I should have chosen a different word'}"
3106,"{'date': '09/29/2016, 16:16:37', 'full_text': 'RT @DALCFAME: Join us in Halifax on October 12 to find out more about our online graduate progams #MBA #MPAM #MIM which allows you to learn…'}",,"{'date': '10/14/2017, 22:22:24', 'full_text': ""RT @sblairreid: Super proud of the #dalhousieU students cheering on men's hockey with great #dalpride #DalHomecoming @DalPres https://t.co/…""}"
3107,"{'date': '09/29/2016, 13:13:03', 'full_text': ""Rob Carrick's observations from his visit to the Rowe School of Business https://t.co/hZ1lGTGQ1x @Dalnews @globebusiness @RoweBusiness https://t.co/0VskxNCbfG""}",,"{'date': '10/14/2017, 16:26:45', 'full_text': '5. Not only is this dumb behaviour and subject to the Law, these few students may also be subject to university discipline. Be safe!'}"
3108,"{'date': '09/29/2016, 12:45:28', 'full_text': 'RT @dalmba: Visit us the @UNB Post-Secondary Career Fair today! Invest now for great career options when you graduate.\n https://t.co/FOdAcw…'}",,"{'date': '10/14/2017, 16:24:34', 'full_text': '4. Dal is working with Halifax Regional Police to address any unsafe and disruptive situation in our community.'}"
3109,"{'date': '09/29/2016, 12:45:08', 'full_text': 'RT @DalMCS: TODAY: Get info on how to get 1-full credit towards your degree by participating in the 8-month internship! https://t.co/JuJVAL…'}",,"{'date': '10/14/2017, 16:22:39', 'full_text': '3. This kind of behaviour is not reflective of our values and disrespectful to our neighbours.  Most importantly, it is unsafe.'}"
3110,"{'date': '09/29/2016, 12:44:30', 'full_text': 'RT @TVEdwardsSol: Farm #succession is causing major financial issues for the succeeding generation, say experts https://t.co/STJOGoBiMr via…'}",,"{'date': '10/14/2017, 16:21:33', 'full_text': '2. I am disappointed to hear that some students are drinking excessively and disturbing our community.'}"
3111,"{'date': '09/29/2016, 12:44:15', 'full_text': 'RT @scharleb: Fini les personnages dessinés sur les boîtes de céréales? https://t.co/zjT5Zev512'}",,"{'date': '10/14/2017, 16:20:35', 'full_text': '1.  Homecoming is a great and fun event, and the vast majority of Dal students and alumni are having a great, safe and respectful time'}"
3112,"{'date': '09/29/2016, 12:43:47', 'full_text': 'RT @FionaAtDal: Crystal Rose, MLIS, Outstanding Alumni winner, inspiring new students about fearlessness &amp; innovation @dalsimnews https://t…'}",,"{'date': '10/14/2017, 16:19:28', 'full_text': 'RT @Dal_IndEng: We were honoured to have Mr. Rai visit us @Dal_IndEng and speak to our students.  With his generous donation in memory of h…'}"
3113,"{'date': '09/29/2016, 12:43:33', 'full_text': 'RT @DalEntSoc: Our friends from @EnactusDAL are listening Roger Love give presentation tips at #EnactusWorldCup in Toronto! https://t.co/RZ…'}",,"{'date': '10/14/2017, 13:48:13', 'full_text': ""Thanks &amp; congrats to 700+ Dalhousians out for #DalHomecoming President's Fun Run this morning. Great to see you &amp; your support for charity! https://t.co/6epxI3xOWO""}"
3114,"{'date': '09/29/2016, 12:43:14', 'full_text': 'RT @scharleb: Monsanto: Une disparition bénéfique https://t.co/2AbDmnj8dx'}",,"{'date': '10/14/2017, 13:35:55', 'full_text': 'RT @DalVPR: Thank you to @HfxRegPolice for keeping us safe during @DalPres fun run https://t.co/nxejXYiMyQ'}"
3115,"{'date': '09/29/2016, 12:41:20', 'full_text': 'RT @scharleb: The most popular drink on planes? Ginger Ale https://t.co/N42SSAHxpp'}",,"{'date': '10/14/2017, 13:18:53', 'full_text': 'RT @Dal_Alumni: Thanks to all the alumni, students, staff &amp; faculty who joined us for the @DalPres Fun Run/Walk! #DalHomecoming https://t.c…'}"
3116,"{'date': '09/29/2016, 12:41:03', 'full_text': 'RT @Cleese6: @sltoze welcoming the @dalsimnews Associate Alumni. https://t.co/QXWXvB6VQz'}",,"{'date': '10/14/2017, 13:11:19', 'full_text': 'RT @gailtomblin: Great morning at the Dalhousie Presidents Fun Run #dalnursing #DalHomecoming #savealife #nursing #dalhousie @Dalnews @DalH…'}"
3117,"{'date': '09/28/2016, 18:47:23', 'full_text': 'RT @michael_smit: From data &amp; oceans yesterday to technology &amp; archives today: I have the best job ever. SIM Public Lecture! https://t.co/B…'}",,"{'date': '10/14/2017, 12:59:10', 'full_text': 'Thanks for coming out, great to see 700+ Dalhousians out for a run/walk! https://t.co/PkiIMZNNwu'}"
3118,"{'date': '09/28/2016, 16:04:55', 'full_text': 'RT @dalmba: Visit Graduate School &amp; Education Fair @Carleton_U for our MBA information session! All degrees welcome.\nhttps://t.co/ByQyEPjzFc'}",,"{'date': '10/14/2017, 12:57:39', 'full_text': 'RT @Dal_Alumni: Dal’s VP Research @alice_aiken &amp;  @SenatorWanda - both @DalHealth alumni - taking part in the @DalPres Fun Run/Walk #DalPro…'}"
3119,"{'date': '09/28/2016, 12:46:20', 'full_text': ""RT @dalmba: Check out our MBA table today at the @MemorialU  Career &amp; Graduate School \nDon't miss out on a great opportunity!\nhttps://t.co/…""}",,"{'date': '10/14/2017, 10:59:16', 'full_text': ""RT @sblairreid: Gearing up for the @DalPres fun run/walk #DalHomecoming can't wait! Come out even if you did not register! https://t.co/s79…""}"
3120,"{'date': '09/28/2016, 12:03:49', 'full_text': 'RT @DALCFAME: Learn about @dalsimnews Master of Information Management at our Toronto Info. session @DalManagement https://t.co/C1kU6XGaVE'}",,"{'date': '10/14/2017, 10:30:47', 'full_text': 'RT @Dal_Alumni: Meet on the Studley Quad at 8 a.m. for registration - @DalPres Fun Run/Walk kicks off at 9! Free and open to all, with snac…'}"
3121,"{'date': '09/28/2016, 12:03:40', 'full_text': 'RT @DALCFAME: Learn about @dalsimnews Master of Information Management at our Richmond Hill Info. session @DalManagement https://t.co/ztS53…'}",,"{'date': '10/14/2017, 00:46:34', 'full_text': '@rapaport1010 @sflkirk @jeffbblair @SackvilleRivers @PLANifax Thanks for passing this along. @daltigersad has contacted the bus company to ensure it doesn’t happen again.'}"
3122,"{'date': '09/28/2016, 12:03:11', 'full_text': 'RT @scharleb: Low food prices in Canada here to stay? https://t.co/1eB2I6zjio'}",,"{'date': '10/13/2017, 20:40:57', 'full_text': 'A new record for my fumbling fingers: “Absolutely” autocorrected to “A spotted Leroy”'}"
3123,"{'date': '09/28/2016, 12:02:46', 'full_text': 'RT @scharleb: Deep waters: how can we protect our oceans and fisheries? https://t.co/p3xiChr9oY'}",,"{'date': '10/13/2017, 20:36:34', 'full_text': ""RT @BenCole9: @DalPres Just to echo @timothy_barnes nice to meet and share stuff now let's see what we can do together @lborolondon https:/…""}"
3124,"{'date': '09/28/2016, 11:59:49', 'full_text': 'RT @Mary_Kilfoil: Great event - John Hamblin and Brian Lowe  working with student startups @DalEntSoc @LaunchDal https://t.co/VCE1uwPj7Q'}",,"{'date': '10/13/2017, 20:29:33', 'full_text': 'Flunking out for love, then winning a Nobel Prize - congratulations @MIT_Physics Professor Weiss! https://t.co/WlhQgvJsZQ'}"
3125,"{'date': '09/28/2016, 11:59:36', 'full_text': 'RT @guylgagnon: Marcel Groleau et Sylvain Charlebois commentent la fusion Bayer Monsanto. @CooperateurMag @YNgorbo @Pat_Dupuis https://t.co…'}",,"{'date': '10/13/2017, 20:27:33', 'full_text': 'RT @timothy_barnes: Richard - thanks for hosting us, today. Great conversation and plans to build on shared experiences @lborolondon https:…'}"
3126,"{'date': '09/27/2016, 18:35:04', 'full_text': 'RT @CEED_NS: Looks to be a great night at the @halifaxchamber Fall Dinner with keynote Dr. Richard Florizone of @Dalnews #Halifax https://t…'}",,"{'date': '10/13/2017, 20:25:35', 'full_text': 'RT @Dal_Alumni: Tomorrow morning! Join us on the Studley Quad at 8 am for the @DalPres Fun Run/Walk, with snacks &amp; prizes: https://t.co/g3o…'}"
3127,"{'date': '09/27/2016, 18:34:08', 'full_text': ""RT @LaunchDal: This week's Tuesday Take-Offs workshop is Ideas from the Sky: Thinking on Your Feet from 6-8pm in the Collider! https://t.co…""}",,"{'date': '10/13/2017, 20:23:30', 'full_text': 'Wonderful to have members of @MIT_REAP Team London visit Team Nova Scotia today - thanks @timothy_barnes and @BenCole9! #GCEC2017 https://t.co/bxkXVy1cw9'}"
3128,"{'date': '09/27/2016, 14:46:01', 'full_text': 'RT @dalmba: Come and visit us @queensu for our MBA information session! Find out how you have more options than you think.\nhttps://t.co/7j9…'}",,"{'date': '10/13/2017, 18:40:01', 'full_text': 'Dalhousie a proud partner w @MarineInst - would love to host you on campus @ec_minister to share our work at our #OceanFrontierInstitute! https://t.co/QNkCVlim5q'}"
3129,"{'date': '09/27/2016, 14:45:52', 'full_text': 'RT @DALFamBus: Germany changes inheritance tax to protect #FamilyBusiness https://t.co/82wuFO6eVn via @FT'}",,"{'date': '10/13/2017, 18:20:40', 'full_text': ""Hope to see you tomorrow for the #DalHomecoming President's Fun Run/Walk – a 3-campus run, jog, walk or stroll: https://t.co/x6SAjVWPd4 https://t.co/npkr8ivu0b""}"
3130,"{'date': '09/27/2016, 14:45:27', 'full_text': 'RT @michael_smit: My favorite slide from my #DataManagement talk this morning: documentation, metadata, and software tools are part of shar…'}",,"{'date': '10/13/2017, 18:16:06', 'full_text': ""RT @MIT_REAP: Prof @Fiona_MIT talks about REAP Nova Scotia's success - Halifax's emerging innovation district #iEcosystem @DalPres https://…""}"
3131,"{'date': '09/27/2016, 14:45:04', 'full_text': 'RT @MEOPAR_NCE: ""If you don\'t have a plan, your data management is probably not going to go very well."" - wise words from @michael_smit #ME…'}",,"{'date': '10/13/2017, 18:15:27', 'full_text': 'RT @univcan: Read @DalPres @mikesavageHFX @jrodgers &amp; R Hanlon on Halifax’s emerging innovation district https://t.co/t7aNhgYCun https://t.…'}"
3132,"{'date': '09/27/2016, 14:44:45', 'full_text': 'RT @dalmba: Check out our MBA info session coming up this afternoon. All degrees welcome, and strive to be the best you can! https://t.co/Y…'}",,"{'date': '10/13/2017, 14:55:44', 'full_text': ""RT @Dalnews: .@DalEarthSci's Dr. Mladen Nedimovic thanks @InnovationCA &amp; @ScienceMin for today's funding announcement @DalPres @scottbrison…""}"
3133,"{'date': '09/27/2016, 12:51:13', 'full_text': ""RT @scharleb: Polls show #Clinton won the debate last night, but with #Trump around, it doesn't matter, does it?""}",,"{'date': '10/13/2017, 14:55:36', 'full_text': ""RT @Dalnews: .@OceanTracking's Sara Iverson is an @InnovationCA funding recipient &amp; is recognized for her work @scottbrison @DalPres @AndyF…""}"
3134,"{'date': '09/27/2016, 12:50:43', 'full_text': 'RT @FoodLawCanada: Our #foodlaw panel on land regulation feat. @mcinnescooper @schulichlaw and @dalagriculture explores #farmland #vertical…'}",,"{'date': '10/13/2017, 14:55:25', 'full_text': 'RT @Dalnews: .@DalVPR welcomes attendees and recognizes the individual accomplishments of @InnovationCA funding recipients. @DalPres @Scien…'}"
3135,"{'date': '09/27/2016, 12:49:24', 'full_text': 'RT @yvonlaprade: La méga-transaction Monsanto-Bayer commentée par @GroleauM et @scharleb. #lapresseplus https://t.co/Quokn2t28p'}",,"{'date': '10/13/2017, 14:55:19', 'full_text': 'RT @Dalnews: .@AndyFillmoreHFX is welcomed to the podium and welcomes Minister @scottbrison to the podium. @InnovationCA @ScienceMin @DalPr…'}"
3136,"{'date': '09/27/2016, 12:48:54', 'full_text': 'RT @VenorTalent: @MikeSavageHFX  @HfxPartnership sharing a new story of #Halifax. We r 2nd fastest growing city! #halifaxswagger https://t.…'}",,"{'date': '10/13/2017, 14:55:13', 'full_text': ""RT @Dalnews: We're at the Ocean Science Building this morning for a funding announcement with @InnovationCA   &amp; @scottbrison @DalPres @Andy…""}"
3137,"{'date': '09/27/2016, 12:48:18', 'full_text': 'RT @dalsimnews: Faculty, students, alumni: Busy day tomorrow! IM Public Lecture (3:30pm) &amp; the SIMAA Welcome Event (5:30pm)! https://t.co/0…'}",,"{'date': '10/13/2017, 13:07:10', 'full_text': 'RT @IanBezanson: I’m really proud to see @dalfcs’s initiative to close the gender gap in Computer Science: https://t.co/7TWzHdZH3c #DalProu…'}"
3138,"{'date': '09/27/2016, 11:59:32', 'full_text': 'RT @FionaAtDal: Kudos! Excellent representation of #DalhousieU in Las Vegas at #SAPTechEd 2016! @DalManagement #innovation https://t.co/Rco…'}",,"{'date': '10/13/2017, 12:56:13', 'full_text': 'Insight with impact: Desh’s approach feeding 1M+ children in India per day #GCEC2017 https://t.co/HZBw84Sp3a'}"
3139,"{'date': '09/27/2016, 11:59:07', 'full_text': 'RT @panoptika: Start your day with greetings and #gratitude @DalManagement @EVEFoundation @sharetheupside @TechTorontoOrg @companyofwomen'}",,"{'date': '10/13/2017, 12:53:14', 'full_text': 'RT @AndyFillmoreHFX: 3 generations of Fillmores at #dalhousieu #Homecoming2017 last night, where my dad was acknowledged with other 60th re…'}"
3140,"{'date': '09/27/2016, 11:58:51', 'full_text': 'RT @nexencampus: @DalStudentUnion @DalManagement @DalCommerce @StMarysU @MSVU_Halifax please RT!'}",,"{'date': '10/13/2017, 12:52:59', 'full_text': 'Desh Deshpande reflecting on 10+ years of social &amp; tech innovation: bottom-up engagement is key #GCEC2017 https://t.co/rM0xJxGY3j'}"
3141,"{'date': '09/26/2016, 21:19:57', 'full_text': 'RT @scharleb: Falling food prices great for consumers, bad for food industry: expert https://t.co/ZWUCJfVwBh'}",,"{'date': '10/13/2017, 12:32:21', 'full_text': ""RT @SenatorCordy: Richard and Ruth Goldbloom have made a tremendous contribution to our community. What a fun interview by Richard's grands…""}"
3142,"{'date': '09/26/2016, 21:19:47', 'full_text': 'RT @SAPAnalytics: Nice wrap up of #SAPTechEd Vegas, includes videos, articles &amp; more https://t.co/jrr0QrpdRZ https://t.co/y5in9ZiD5P'}",,"{'date': '10/13/2017, 12:29:24', 'full_text': 'RT @DalManagement: “We all want communities that are intelligent, inclusive, and inspiring.” —@DalPres encouraging is to think about inclus…'}"
3143,"{'date': '09/26/2016, 19:21:35', 'full_text': 'RT @DShawMKTG_Prof: Check out our new TTC subway ad attached, running in a subway car near you this fall!! @dalmba @rowebusiness https://t.…'}",,"{'date': '10/13/2017, 01:56:26', 'full_text': 'Inspiring words from Dalhousie’s fifth chancellor, Richard Goldbloom. https://t.co/iXR4NMv2Zy'}"
3144,"{'date': '09/26/2016, 19:21:27', 'full_text': 'RT @DShawMKTG_Prof: Really great feedback and career mapping session lead by Dr. Jenny Baechler with the 2017 CRMBA cohort - great work gro…'}",,"{'date': '10/13/2017, 00:30:05', 'full_text': 'Canada’s Parliamentary Poet Laureate and an incredible @Dal_Alumni https://t.co/f4xNcwiRfw'}"
3145,"{'date': '09/26/2016, 19:21:16', 'full_text': 'RT @DShawMKTG_Prof: Fantastic news coming out of CRMBA Interview Day, a record number of our students have secured an 8 mo residency for Ja…'}",,"{'date': '10/13/2017, 00:29:13', 'full_text': 'RT @sblairreid: Wow - amazing Loran Morrison receiving @Dal_Alumni award #dalHC17 for volunteerism with @DalPres https://t.co/aP19zaEdBm'}"
3146,"{'date': '09/26/2016, 18:57:14', 'full_text': 'RT @CranstonAnna: Give co-ops meaningful experiences - they will become an ambassador for your organization. Thanks for getting it @nickmis…'}",,"{'date': '10/13/2017, 00:29:09', 'full_text': 'Wonderful to welcome so many @Dal_Alumni back to campus, and recognize our awardees https://t.co/6ZoBkpDlFT'}"
3147,"{'date': '09/26/2016, 18:57:02', 'full_text': 'RT @DalFoMAlumni: Over 13 thousand raised this year for a total of over 77,000 for past 6 year Fantastic @InsideRideTour @DalCommerce @dalm…'}",,"{'date': '10/12/2017, 22:57:17', 'full_text': 'RT @Chuchu5066: BCOMM17 grads with the President! Welcome home! #Homecoming2017 #DalAlumni @DalPres https://t.co/yTZSOKJiBE'}"
3148,"{'date': '09/26/2016, 18:56:52', 'full_text': 'RT @DalFoMAlumni: Last riders are up going strong @InsideRideTour @DalCommerce @dalmgmt amazing Group for @IWKFoundation #Campgoodtime @Row…'}",,"{'date': '10/12/2017, 21:40:03', 'full_text': 'Congratulations to our outstanding @Dal_Alumni awardees Omar Gandhi, Loran Morrison, Susan Keating-Bekkers &amp; George Elliot Clarke! #DalProud https://t.co/IN0EQpfK7v'}"
3149,"{'date': '09/26/2016, 18:56:41', 'full_text': 'RT @DalFoMAlumni: Look whose volunteering with @SJA_NS @HagenMarianne just In case some needs  Help!'}",,"{'date': '10/12/2017, 19:18:05', 'full_text': 'RT @Dalnews: Great to have @scottbrison on campus twice in one week. Look forward to having you back on campus at some point soon, @Science…'}"
3150,"{'date': '09/26/2016, 18:56:31', 'full_text': ""RT @DalFoMAlumni: OMG look it's Kealey, Jeff, Marianne @RoweBusiness @InsideRideTour @DalPres @Dalnews @scharleb @sblairreid https://t.co/z…""}",,"{'date': '10/12/2017, 19:14:02', 'full_text': 'Another great @Dal_Alumni: Mr. Ajith Rai (Master Applied Sci ‘84) founded multinational Suprajit Engineering Ltd, HQ’d in Bangalore, India https://t.co/MQj4xR3d8n'}"
