,DalArtsCentre,Dal_CSS,DalIntcentre
1378,"{'date': '12/23/2016, 15:09:42', 'full_text': 'Our box office will be closed Dec 24 to Jan 2 inclusive. Tickets can still be purchased online during this time: https://t.co/gqPE5JKgNE'}",,
1379,"{'date': '12/23/2016, 13:29:17', 'full_text': ""The last Cohn performance of 2016 is tonight! Join @SymphonyNS for Handel's Messiah - a holiday tradition for a number of our patrons.""}",,
1380,"{'date': '12/22/2016, 19:12:31', 'full_text': ""If your New Year's resolution is to see more live performances in #Halifax, start off with #OWF2017 presented by @upstreamhalifax (Jan 6-10)""}",,
1381,"{'date': '12/22/2016, 17:51:51', 'full_text': 'RT @NSMassChoir: I have a dream - Musical Tribute to Dr. Martin Luther King Jr. on Jan 14 at 7 @DalArtsCentre Tickets available at\nhttps://…'}",,
1382,"{'date': '12/20/2016, 20:32:07', 'full_text': 'Tickets to @NSMassChoir on Jan 14 are available now. Hear Musical Director Owen Lee speak about the choir: https://t.co/k7YtlIqLdm'}",,
1383,"{'date': '12/20/2016, 18:07:24', 'full_text': ""Fantastic turnout at the annual #DalhousieU carol sing! You sounded lovely - maybe it's time to go on tour? https://t.co/msoH5T7pNP""}",,
1384,"{'date': '12/20/2016, 15:48:09', 'full_text': ""RT @Dalnews: We're ready for our carol sing at @DalArtsCentre at 12 noon. Join us in-person or watch on Dal's Facebook page. https://t.co/Y…""}",,
1385,"{'date': '12/20/2016, 14:40:29', 'full_text': 'Are you a fan of Buddy Holly, Ritchie Valens &amp; the Big Bopper? @OfficialWDP is coming to #Halifax on March 1 - tickets go on sale tomorrow!'}",,
1386,"{'date': '12/19/2016, 17:46:14', 'full_text': ""If you're free tomorrow at noon we would love to see (and hear) you in the Sculpture Court! https://t.co/w04uKVMQtn""}",,
1387,"{'date': '12/19/2016, 16:00:24', 'full_text': 'RT @BDiamondProd: TONIGHT IN #HALIFAX!\nSee .@BarraMacNeils perform live @DalArtsCentre tonight &amp; tmrw! Tickets still available!\n#Christmas…'}",,
1388,"{'date': '12/19/2016, 14:08:52', 'full_text': 'The #OWF2017 schedule is available! Our box office is selling tickets to some of the performances - see the link below for more details. https://t.co/JKxH8BykZJ'}",,
1389,"{'date': '12/16/2016, 20:27:36', 'full_text': 'Reminder: tomorrow is the last Saturday before Christmas to buy tickets over the phone or in person (the box office is closed Dec 24-Jan 3)'}",,
1390,"{'date': '12/16/2016, 15:46:40', 'full_text': ""Take a break from the cold this afternoon by joining @OperaNovaScotia in the Dunn Theatre for Elizabeth Raum's Time of Trouble at 2:00!""}",,
1391,"{'date': '12/15/2016, 17:58:06', 'full_text': ""Tickets to @SymphonyNS The Nutcracker (Dec 15-18) in #Halifax are getting very limited - purchase them before they're gone!""}",,
1392,"{'date': '12/15/2016, 16:23:47', 'full_text': 'We have an update for #DalhousieU Arts Centre patrons on the University Avenue Bike Lane. To provide feedback: https://t.co/LPzOHKvSXt https://t.co/rZAFlqq6X8'}",,
1393,"{'date': '12/15/2016, 13:08:11', 'full_text': ""@thisisphoto Yes this morning's Nutcracker performance is still going ahead - the magic beings at 10:30am!""}",,
1394,"{'date': '12/14/2016, 14:41:40', 'full_text': 'RT @CeciliaConcerts: Thurs &amp; Friday @OperaNovaScotia presents the premier staged performance of ""Time of Trouble"" at the @DalArtsCentre. ht…'}",,
1395,"{'date': '12/13/2016, 15:42:01', 'full_text': ""Tickets to @halfmoonrun's #Halifax show in the Rebecca Cohn on March 11 go on sale today at noon! $1 from each ticket sold goes to @NYSHN""}",,
1396,"{'date': '12/12/2016, 20:21:20', 'full_text': 'Tis the Season 10 this evening at the Rebecca Cohn IS STILL ON, #Halifax. The show starts at 7:30. (@Mainstreethfx) https://t.co/vlpDfHpaly'}",,
1397,"{'date': '12/09/2016, 20:27:44', 'full_text': 'Our friends at @sonicconcerts coming through with yet another show to look forward to in 2017 at the Cohn! Tickets available Dec 13 at noon https://t.co/810yUrb3eG'}",,
1398,"{'date': '12/09/2016, 16:27:18', 'full_text': '#Halifax, a SECOND SHOW has been added for @JohnPrineMusic. May 17 at 8pm.'}",,
1399,"{'date': '12/09/2016, 15:07:31', 'full_text': 'Hey, #Halifax. Just reminding you to purchase your @JohnPrineMusic tickets today at noon! To purchase online: https://t.co/gqPE5JKgNE'}",,
1400,"{'date': '12/08/2016, 20:58:09', 'full_text': ""Fit the @LiveArtDance chat between @DalArtGallery's exhibition opening (now-6) &amp; @outinnerspace dance performance in the Dunn Theatre at 8! https://t.co/92sPIraUdu""}",,
1401,"{'date': '12/07/2016, 18:47:45', 'full_text': 'Did you know @SymphonyNS added a 3rd Symphony in Space w/ @Cmdr_Hadfield performance? It can be 1 of your Holiday U-Pick 3 shows! https://t.co/4MO4ynuMUb'}",,
1402,"{'date': '12/07/2016, 17:55:34', 'full_text': ""It's cold out there, #Halifax! It's cold inside the DAC as well - A Forever Frozen Story (a musical based on The Snow Queen) is on sale now""}",,
1403,"{'date': '12/06/2016, 19:56:00', 'full_text': ""It's true! @JohnPrineMusic joins us on May 16 for what is sure to be a great show. Tickets available Dec 9 at noon. https://t.co/VYUfYXnNn3""}",,
1404,"{'date': '12/06/2016, 19:53:20', 'full_text': 'ON SALE NOW: @buddywasisname : The Last Laff Tour. Join them in #Halifax on March 31 &amp; April 1. Tickets: https://t.co/gqPE5JKgNE'}",,
1405,"{'date': '12/06/2016, 19:32:50', 'full_text': ""If you haven't purchased your tickets yet, some will be available this evening at the venue door (cash only - general admission) https://t.co/6i00z1ixEp""}",,
1406,"{'date': '12/06/2016, 15:52:29', 'full_text': 'A great opportunity to see some of the creative talent that #DalhousieU students, staff, faculty &amp; alumni possess! See you there, #Halifax https://t.co/qnXXa1PAUl'}",,
1407,"{'date': '12/05/2016, 19:25:51', 'full_text': 'Find a little bit of Cape Breton in the Cohn this month with 2 festive shows (2 nights each!). See below for details on a chance to win tix https://t.co/ztw7fcj7Hu'}",,
1408,"{'date': '12/05/2016, 13:48:36', 'full_text': 'Monday mornings call for cookies. While the cookies are baking, order your @BarraMacNeils tickets (Dec 19&amp;20) - selection is quite limited https://t.co/iiZGl45Kwz'}",,
1409,"{'date': '12/02/2016, 16:13:48', 'full_text': 'We agree! Tickets for Bill &amp; Joel Plaskett (w/ @MAYHEMINGWAYS) on April 20 in #Halifax are on sale now. Great gifts for friends..or yourself https://t.co/ugdkKWVW7F'}",,
1410,"{'date': '12/02/2016, 15:28:44', 'full_text': ""We're looking forward to @SymphonyNS + @MylesDavid: It's Christmas tonight &amp; tomorrow in the Cohn. Until then... https://t.co/Ul4oA6IIKZ""}",,
1411,"{'date': '12/02/2016, 14:02:22', 'full_text': 'Seating is getting limited for @SymphonyNS The Nutcracker (ft. @HxDanceAcademy, @MermaidTheatre &amp; dancers from @BalletJorgenCA). Buy today!'}",,
1412,"{'date': '12/01/2016, 18:25:28', 'full_text': 'Did you know our box office sells gift certificates? They make a great gift for the people on your list who love live performances #Halifax'}",,
1413,"{'date': '12/01/2016, 13:32:38', 'full_text': ""Tickets to Derek Edwards - Alls I'm Saying go on sale tomorrow at noon, #Halifax. Get ready to laugh! Learn more: https://t.co/4YKtytkpIx https://t.co/L8Wrp3rz6u""}",,
1414,"{'date': '11/30/2016, 20:02:18', 'full_text': ""Tonight in the Cohn we have @liverpoollegend (any fans of #TheBeatles out there?) &amp; in the Dunn is @FSPADal A Midsummer Night's Dream.""}",,
1415,"{'date': '11/30/2016, 17:37:50', 'full_text': 'This will be a fantastic show! https://t.co/sBW2YSgo2Y'}",,
1416,"{'date': '11/30/2016, 17:37:01', 'full_text': ""It's an exciting day for @jenngrantmusic fans! New single, album release date &amp; tickets to her #Halifax show on May 13 are available now! https://t.co/NY4xL6bxAa""}",,
1417,"{'date': '11/29/2016, 20:25:02', 'full_text': 'RT @NS_scooke: Bring tissues tonight. #SecretPath @downiewenjack @gorddownie @DalArtsCentre https://t.co/y388QESzwD'}",,
1418,"{'date': '11/29/2016, 19:35:10', 'full_text': 'RT @NS_scooke: Pearl Wenjack, Mike Downie and Chief Morley Googoo announce Legacy Room project at @DalArtsCentre @downiewenjack @gorddownie…'}",,
1419,"{'date': '11/29/2016, 18:51:54', 'full_text': ""Mark it on your calendars! Bill &amp; @joelplaskett: Solidarity Tour on April 20th. We'll see you there https://t.co/HzBWcFx6QS""}",,
1420,"{'date': '11/29/2016, 18:08:11', 'full_text': 'Head on over to @DalUClub today (4-7pm) in support of The Gord Downie &amp; Chanie Wenjack Fund. Details: https://t.co/YwzEvzYVZt #Halifax https://t.co/5VRiRG1z1P'}",,
1421,"{'date': '11/29/2016, 16:02:03', 'full_text': 'RT @BDiamondProd: Let Bette MacDonald &amp; the gang entertain you this holiday season! Tickets on sale @Savoy_Theatre &amp; @DalArtsCentre now!\n#l…'}",,
1422,"{'date': '11/29/2016, 12:58:43', 'full_text': 'Catch Out Innerspace from Dec 8-10 in the Sir James Dunn Theatre. Tickets available through @LiveArtDance. Trailer: https://t.co/3AXwyhKKpx https://t.co/H7DCKf72Bo'}",,
1423,"{'date': '11/28/2016, 19:02:38', 'full_text': 'RT @FSPADal: @DalArtsCentre  @DAL_FASS @DalPres @Dalnews  - Tomorrow night we open!    Hope to see you all there:) https://t.co/gdF57kMInn'}",,
1424,"{'date': '11/28/2016, 13:22:25', 'full_text': 'Our head elf has been adding her festive touch to the DAC. Join us tonight for A Beary Merry Christmas w/ Stadacona Band for @salvationarmy https://t.co/Nm18nPJywN'}",,
1425,"{'date': '11/24/2016, 18:49:49', 'full_text': 'Tickets to @SymphonyNS #TheNutcracker + this lovely book = a great way to support local talent this holiday season!\nhttps://t.co/CjhZsjXcWz'}",,
1426,"{'date': '11/24/2016, 14:44:48', 'full_text': ""Join @liverpoollegend with Louise Harrison, George Harrison's sister, on Nov 30th at 7:30 for your favourite music from #TheBeatles!""}",,
1427,"{'date': '11/23/2016, 13:26:54', 'full_text': 'Will just be living out the dream of being a conductor for the rest of the day... thanks @AirCanada &amp; @SymphonyNS. Tickets still available! https://t.co/pkA4QoJHyC'}",,
1428,"{'date': '11/22/2016, 19:59:27', 'full_text': ""Support students from #DalhousieU's @FSPADal by attending a performance of A Midsummer Night's Dream in the Dunn Theatre - Nov 29 to Dec 3!""}",,
1429,"{'date': '11/21/2016, 20:08:45', 'full_text': 'Catch up on what @chantalkreviaz has been up to w/ this article &amp; then come on over to see her perform live in the Rebecca Cohn at 8pm! https://t.co/Kgq9cI6iJU'}",,
1430,"{'date': '11/21/2016, 18:58:44', 'full_text': 'Tis the season...to laugh! Check out this chance to win tickets to Tis The Season 10 starring Bette MacDonald &amp; Maynard Morrison (Dec 12&amp;13) https://t.co/2DBp6bMsN7'}",,
1431,"{'date': '11/18/2016, 20:27:43', 'full_text': 'Yet another great article on #TheWiz Live in Nova Scotia! Catch the musical this Sunday (Nov 20) at 7pm in The Cohn https://t.co/gqPE5JKgNE https://t.co/hAat1vXctR'}",,
1432,"{'date': '11/18/2016, 19:51:02', 'full_text': 'RT @SymphonyNS: Tickets are extremely limited for all three performances this weekend – be sure to get yours! 902.494.3829 or https://t.co/…'}",,
1433,"{'date': '11/18/2016, 15:59:40', 'full_text': ""Nova Scotia's own @TheRonJamesShow stops by The Cohn on Nov 25 on his Pedal to the Metal tour. Tickets are quite limited - purchase today!""}",,
1434,"{'date': '11/18/2016, 13:46:45', 'full_text': 'What an amazing voice @chantalkreviaz has! She plays The Cohn on Nov 21 at 8pm - we hope to see you there! Tickets: https://t.co/gqPE5JKgNE https://t.co/F4MWbuVRmr'}",,
1435,"{'date': '11/17/2016, 18:56:07', 'full_text': ""RT @Dal_FHP: Wonderful exhibit @DalArtGallery - 'Very special' quilts tell stories of North Preston family https://t.co/LW4pXl7POv https://…""}",,
1436,"{'date': '11/17/2016, 17:14:15', 'full_text': 'RT @SonicConcerts: Donations can still be made to the Gord Downie and the Chanie Wenjack fund at secretpath.ca https://t.co/bZZc0VatZo'}",,
1437,"{'date': '11/17/2016, 16:20:40', 'full_text': 'The @gorddownie - Secret Path show is now sold out'}",,
1438,"{'date': '11/17/2016, 16:14:12', 'full_text': ""People have successfully purchased tickets online, over the phone &amp; in person - it's worth continuing to try getting tickets. Don't give up!""}",,
1439,"{'date': '11/17/2016, 16:06:58', 'full_text': 'RT @SonicConcerts: @SaraJillMac @DalArtsCentre The awesome staff at the Dal Arts Centre is working their hardest to deal with the influx of…'}",,
1440,"{'date': '11/17/2016, 15:57:44', 'full_text': ""We're working on this now. Remember you can also call in at (902) 494-3820 or come to the DAC in person. https://t.co/OUwuJLP8Kc""}",,
1441,"{'date': '11/17/2016, 15:10:01', 'full_text': ""Dressing up for @SymphonyNS + @mylesdavid: It's Christmas (Dec 2&amp;3) isn't mandatory but if you'd like to...  https://t.co/FioIaPxKwQ""}",,
1442,"{'date': '11/17/2016, 12:47:23', 'full_text': 'Tix on sale at noon today for @gorddownie - Secret Path show on Nov 29. Learn more about the project while you wait: https://t.co/qQBtjJZ4oP'}",,
1443,"{'date': '11/16/2016, 20:27:44', 'full_text': 'Why not spend a rainy Wednesday evening at The Cohn? Buy tix at the door for @MattBarberTweet &amp; @jillbarber: The Family Album! (Show @ 8pm)'}",,
1444,"{'date': '11/16/2016, 17:49:39', 'full_text': 'A Symphony 101 lecture &amp; 3 performances of The Piano Men: Music of Billy Joel &amp; Elton John (Nov 18&amp;19). Symphony NS is busy this weekend! https://t.co/P66efCZCww'}",,
1445,"{'date': '11/16/2016, 16:03:25', 'full_text': ""Can't make it to Cape Breton this holiday season? Let @barramacneils bring A Cape Breton Christmas to you! Tickets: https://t.co/gqPE5JKgNE https://t.co/JIFMjJ9Xwp""}",,
1446,"{'date': '11/16/2016, 14:28:47', 'full_text': ""Who doesn't love a great evening of song &amp; dance? This will be a fabulous show! Tickets: https://t.co/ILb817t2DJ https://t.co/fqhz6gM9Se""}",,
1447,"{'date': '11/15/2016, 17:40:40', 'full_text': 'RT @gorddownie: Proceeds from the Halifax show will be donated to reconciliation. Tickets on sale Thurs Nov 17 @ 12pm https://t.co/D4FDeJjo…'}",,
1448,"{'date': '11/15/2016, 17:13:22', 'full_text': ""We're honoured to have @gorddownie performing Secret Path at the Cohn Nov. 29! What a treat for #Halifax. Tickets on sale Thurs @ noon.""}",,
1449,"{'date': '11/15/2016, 13:48:33', 'full_text': 'Some mice are busy getting the DAC ready for @SymphonyNS #Nutcracker season! Performers from @MermaidTheatre @HxDanceAcademy @BalletJorgenCA https://t.co/KJ2orH4gSW'}",,
1450,"{'date': '11/15/2016, 13:28:26', 'full_text': '@halifaxfilmgal Getting L. Cohen tickets for your mom (after waiting 3.5 hours).. that qualified you for a Child of the Year Award, right?'}",,
1451,"{'date': '11/14/2016, 20:21:15', 'full_text': ""Leonard Cohen performed at The Cohn 8 years ago, leaving a lasting impression on patrons &amp; staff. It's sad to say goodbye to 1 of the greats""}",,
1452,"{'date': '11/14/2016, 16:25:58', 'full_text': 'The next 7 days are packed with wonderful music: @MattBarberTweet + @jillbarber, @SymphonyNS The Piano Men, #TheWiz Live, &amp; @chantalkreviaz'}",,
1453,"{'date': '11/10/2016, 13:52:44', 'full_text': 'Fans of @MattBarberTweet and @jillbarber may want to look into this - tickets to their #Halifax show with @FortunateOnesNL on Nov 16 https://t.co/AOu5LWOK69'}",,
1454,"{'date': '11/09/2016, 20:22:18', 'full_text': ""On Nov 30 we host @LiverpoolLegend with Louise Harrison, George Harrison's sister. A great show for #TheBeatles fans\nhttps://t.co/Go5BMTzBew""}",,
1455,"{'date': '11/09/2016, 18:45:02', 'full_text': 'This is a popular show every year! Purchase tickets to the #DalhousieU performance today: https://t.co/C59adKuy16 https://t.co/rmkVt0GI42'}",,
1456,"{'date': '11/09/2016, 16:23:35', 'full_text': ""Did you know you can add A Midsummer Night's Dream (Nov29-Dec3) to a @FSPADal subscription? Details at the box office &amp; in the FSPA brochure""}",,
1457,"{'date': '11/09/2016, 15:29:16', 'full_text': 'RT @SonicConcerts: 1 week! @MattBarberTweet &amp; @jillbarber present the Family Album. w/ @FortunateOnesNL at the Rebecca Cohn. Buy now: https…'}",,
1458,"{'date': '11/08/2016, 20:16:03', 'full_text': 'Tickets for Rodney Carrington (@laughtersgood) on Nov 10 have sold quite well - purchase them while you still can! https://t.co/ILb817t2DJ'}",,
1459,"{'date': '11/08/2016, 15:41:28', 'full_text': 'We will be listening - will you? Tickets for @lisafischersing performance can be purchased at the box office until showtime (8pm) https://t.co/RnYf150udK'}",,
1460,"{'date': '11/08/2016, 12:55:24', 'full_text': 'A Beary Merry Christmas w/ Stadacona Band &amp; @salvationarmy is always a wonderful evening. Join us Nov 28- tix are $10+toy donation (if able) https://t.co/ictP7YmbF2'}",,
1461,"{'date': '11/07/2016, 20:34:07', 'full_text': ""You can purchase tickets in person at the box office for tonight's @JohnMcDTenor performance right up until 7:30! It will be a great show https://t.co/cgRxq3IObc""}",,
